Reporting unit,Reporting unit type,State,Peer group,Interval,Time period,Patient cohort,Number of patients,,Percentage of patients seen on time,,Peer group average
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 2. Emergency,"4,423",,82%,,75%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 3. Urgent,"8,857",,85%,,67%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 3. Urgent,"9,619",,87%,,66%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 3. Urgent,"9,476",,87%,,68%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 3. Urgent,"11,083",,88%,,66%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 3. Urgent,"10,630",,87%,,65%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 3. Urgent,"9,821",,89%,,65%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 3. Urgent,"10,111",,87%,,63%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 3. Urgent,"11,035",,85%,,63%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 4. Semi-Urgent,"11,219",,80%,,69%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 4. Semi-Urgent,"11,578",,87%,,71%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 4. Semi-Urgent,"12,325",,86%,,74%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 4. Semi-Urgent,"11,118",,88%,,73%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 4. Semi-Urgent,"10,782",,86%,,72%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 4. Semi-Urgent,"11,105",,90%,,73%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 4. Semi-Urgent,"11,171",,88%,,72%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 4. Semi-Urgent,"10,774",,86%,,71%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 5. Non-Urgent,"1,140",,88%,,91%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 5. Non-Urgent,"1,472",,93%,,92%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 5. Non-Urgent,"1,272",,93%,,92%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 5. Non-Urgent,792,,95%,,91%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 5. Non-Urgent,773,,95%,,91%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 5. Non-Urgent,"1,117",,97%,,90%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 5. Non-Urgent,"1,663",,96%,,90%
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 5. Non-Urgent,"1,643",,93%,,89%
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2013–14,Triage 1. Resuscitation,<5,,NP,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2014–15,Triage 1. Resuscitation,7,,NP,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2015–16,Triage 1. Resuscitation,<5,,NP,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2016–17,Triage 1. Resuscitation,8,,NP,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2017–18,Triage 1. Resuscitation,8,,NP,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2018–19,Triage 1. Resuscitation,18,,100%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2013–14,Triage 2. Emergency,66,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2014–15,Triage 2. Emergency,116,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2015–16,Triage 2. Emergency,146,,85%,*,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2016–17,Triage 2. Emergency,176,,89%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2017–18,Triage 2. Emergency,186,,87%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2018–19,Triage 2. Emergency,256,,82%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2013–14,Triage 3. Urgent,307,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2014–15,Triage 3. Urgent,354,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2015–16,Triage 3. Urgent,403,,97%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2016–17,Triage 3. Urgent,446,,99%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2017–18,Triage 3. Urgent,534,,95%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2018–19,Triage 3. Urgent,520,,96%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2013–14,Triage 4. Semi-Urgent,551,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2014–15,Triage 4. Semi-Urgent,564,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2015–16,Triage 4. Semi-Urgent,523,,100%,*,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2016–17,Triage 4. Semi-Urgent,502,,100%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2017–18,Triage 4. Semi-Urgent,416,,99%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2018–19,Triage 4. Semi-Urgent,421,,96%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2013–14,Triage 5. Non-Urgent,601,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2014–15,Triage 5. Non-Urgent,459,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2015–16,Triage 5. Non-Urgent,286,,NP†,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2016–17,Triage 5. Non-Urgent,250,,100%,*,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2017–18,Triage 5. Non-Urgent,185,,99%,,Not peered
Rylstone Multi Purpose Service,Hospital,NSW,Unpeered,FY,2018–19,Triage 5. Non-Urgent,289,,97%,,Not peered
Scone Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 1. Resuscitation,7,,NP,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 1. Resuscitation,10,,100%,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 1. Resuscitation,13,,100%,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 1. Resuscitation,6,,NP,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 1. Resuscitation,<5,,NP,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 1. Resuscitation,5,,NP,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 1. Resuscitation,<5,,NP,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 1. Resuscitation,<5,,NP,,100%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 2. Emergency,224,,87%,,81%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 2. Emergency,268,,91%,,88%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 2. Emergency,298,,97%,,85%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 2. Emergency,305,,94%,,86%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 2. Emergency,289,,94%,,86%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 2. Emergency,252,,90%,,86%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 2. Emergency,298,,91%,,85%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 2. Emergency,211,,94%,,83%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 3. Urgent,951,,89%,,80%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 3. Urgent,"1,190",,94%,,84%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 3. Urgent,"1,086",,95%,,82%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 3. Urgent,"1,101",,95%,,84%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 3. Urgent,"1,056",,94%,,84%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 3. Urgent,"1,059",,92%,,85%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 3. Urgent,948,,87%,,83%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 3. Urgent,871,,88%,,81%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 4. Semi-Urgent,"1,709",,92%,,81%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 4. Semi-Urgent,"1,876",,94%,,83%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 4. Semi-Urgent,"1,826",,97%,,83%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 4. Semi-Urgent,"1,746",,96%,,85%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 4. Semi-Urgent,"1,677",,96%,,85%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 4. Semi-Urgent,"1,551",,95%,,85%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 4. Semi-Urgent,"1,469",,90%,,84%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 4. Semi-Urgent,"1,966",,90%,,83%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 5. Non-Urgent,"1,165",,97%,,94%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 5. Non-Urgent,796,,98%,,95%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 5. Non-Urgent,852,,100%,,95%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 5. Non-Urgent,870,,99%,,95%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 5. Non-Urgent,848,,100%,,95%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 5. Non-Urgent,919,,99%,,95%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 5. Non-Urgent,"1,008",,98%,,95%
Scone Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 5. Non-Urgent,"1,175",,98%,,95%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 1. Resuscitation,58,,100%,,99%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 1. Resuscitation,78,,100%,,100%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 1. Resuscitation,97,,100%,,100%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 1. Resuscitation,97,,100%,,99%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 1. Resuscitation,105,,100%,,100%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 1. Resuscitation,88,,100%,,100%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 1. Resuscitation,96,,100%,,100%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 1. Resuscitation,99,,100%,,100%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 2. Emergency,"1,304",,90%,,79%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 2. Emergency,"2,121",,90%,,81%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 2. Emergency,"2,560",,95%,,83%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 2. Emergency,"2,793",,90%,,80%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 2. Emergency,"3,117",,92%,,77%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 2. Emergency,"3,325",,94%,,79%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 2. Emergency,"3,267",,92%,,77%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 2. Emergency,"3,521",,85%,,75%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 3. Urgent,"7,536",,73%,,67%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 3. Urgent,"8,149",,71%,,66%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 3. Urgent,"9,024",,76%,,68%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 3. Urgent,"9,594",,76%,,66%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 3. Urgent,"9,684",,71%,,65%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 3. Urgent,"10,496",,73%,,65%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 3. Urgent,"10,972",,65%,,63%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 3. Urgent,"11,540",,65%,,63%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 4. Semi-Urgent,"13,882",,73%,,69%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 4. Semi-Urgent,"13,278",,74%,,71%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 4. Semi-Urgent,"13,193",,79%,,74%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 4. Semi-Urgent,"13,247",,80%,,73%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 4. Semi-Urgent,"13,983",,77%,,72%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 4. Semi-Urgent,"13,508",,78%,,73%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 4. Semi-Urgent,"14,007",,72%,,72%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 4. Semi-Urgent,"14,609",,74%,,71%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 5. Non-Urgent,478,,93%,,91%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 5. Non-Urgent,582,,93%,,92%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 5. Non-Urgent,544,,92%,,92%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 5. Non-Urgent,699,,95%,,91%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 5. Non-Urgent,673,,95%,,91%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 5. Non-Urgent,691,,95%,,90%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 5. Non-Urgent,755,,90%,,90%
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 5. Non-Urgent,750,,91%,,89%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2011–12,Triage 1. Resuscitation,139,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2012–13,Triage 1. Resuscitation,162,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2013–14,Triage 1. Resuscitation,143,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2014–15,Triage 1. Resuscitation,148,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2015–16,Triage 1. Resuscitation,184,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2016–17,Triage 1. Resuscitation,229,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2017–18,Triage 1. Resuscitation,227,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2018–19,Triage 1. Resuscitation,244,,100%,,100%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2011–12,Triage 2. Emergency,"1,757",,95%,,80%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2012–13,Triage 2. Emergency,"2,129",,91%,,83%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2013–14,Triage 2. Emergency,"2,093",,89%,,85%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2014–15,Triage 2. Emergency,"2,013",,87%,,83%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2015–16,Triage 2. Emergency,"2,889",,87%,,83%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2016–17,Triage 2. Emergency,"3,798",,83%,,81%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2017–18,Triage 2. Emergency,"4,273",,82%,,80%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2018–19,Triage 2. Emergency,"4,633",,78%,,79%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2011–12,Triage 3. Urgent,"9,027",,77%,,70%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2012–13,Triage 3. Urgent,"9,817",,73%,,74%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2013–14,Triage 3. Urgent,"9,621",,72%,,75%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2014–15,Triage 3. Urgent,"9,833",,69%,,74%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2015–16,Triage 3. Urgent,"11,144",,70%,,71%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2016–17,Triage 3. Urgent,"13,059",,68%,,71%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2017–18,Triage 3. Urgent,"13,179",,68%,,70%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2018–19,Triage 3. Urgent,"13,871",,64%,,68%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2011–12,Triage 4. Semi-Urgent,"16,120",,74%,,71%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2012–13,Triage 4. Semi-Urgent,"16,276",,74%,,74%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2013–14,Triage 4. Semi-Urgent,"15,190",,73%,,75%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2014–15,Triage 4. Semi-Urgent,"14,914",,71%,,74%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2015–16,Triage 4. Semi-Urgent,"16,854",,75%,,73%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2016–17,Triage 4. Semi-Urgent,"16,072",,78%,,73%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2017–18,Triage 4. Semi-Urgent,"16,716",,78%,,73%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2018–19,Triage 4. Semi-Urgent,"16,624",,72%,,73%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2011–12,Triage 5. Non-Urgent,"4,686",,89%,,88%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2012–13,Triage 5. Non-Urgent,"5,216",,90%,,90%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2013–14,Triage 5. Non-Urgent,"5,324",,90%,,91%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2014–15,Triage 5. Non-Urgent,"5,434",,87%,,92%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2015–16,Triage 5. Non-Urgent,"4,531",,94%,,92%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2016–17,Triage 5. Non-Urgent,"3,284",,96%,,91%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2017–18,Triage 5. Non-Urgent,"3,810",,94%,,91%
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,FY,2018–19,Triage 5. Non-Urgent,"3,817",,91%,,91%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 1. Resuscitation,17,,100%,*,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 1. Resuscitation,9,,NP,,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 1. Resuscitation,13,,100%,*,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 1. Resuscitation,11,,100%,,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 1. Resuscitation,15,,100%,*,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 1. Resuscitation,16,,100%,,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 1. Resuscitation,15,,100%,,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 1. Resuscitation,13,,100%,,100%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 2. Emergency,458,,80%,,81%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 2. Emergency,577,,82%,,88%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 2. Emergency,645,,81%,,85%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 2. Emergency,707,,79%,,86%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 2. Emergency,722,,80%,,86%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 2. Emergency,673,,80%,,86%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 2. Emergency,813,,82%,,85%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 2. Emergency,830,,84%,,83%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 3. Urgent,"2,638",,73%,,80%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 3. Urgent,"2,542",,76%,,84%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 3. Urgent,"2,607",,76%,,82%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 3. Urgent,"2,883",,72%,,84%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 3. Urgent,"2,888",,71%,,84%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 3. Urgent,"2,804",,74%,,85%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 3. Urgent,"3,040",,75%,,83%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 3. Urgent,"3,047",,75%,,81%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 4. Semi-Urgent,"6,639",,78%,,81%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 4. Semi-Urgent,"6,482",,79%,,83%
Singleton Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 4. Semi-Urgent,"6,319",,81%,,83%
